datetime,open,high,low,close,volume,quote_volume,trades,taker_buy_base,taker_buy_quote
2026-04-28 13:00:00+00:00,0.09901,0.09918,0.0984,0.09869,63206662.0,6233454.80687,36284,20805465.0,2053161.27398
2026-04-28 14:00:00+00:00,0.09869,0.09889,0.09806,0.09889,34270006.0,3371614.18923,31411,14689403.0,1445526.26715
2026-04-28 15:00:00+00:00,0.09889,0.09955,0.09873,0.09954,27130787.0,2686674.66958,28351,15009583.0,1486543.36059
2026-04-28 16:00:00+00:00,0.09953,0.09983,0.09919,0.09972,42059829.0,4186539.39022,26172,20678122.0,2058048.09861
2026-04-28 17:00:00+00:00,0.09972,0.09974,0.09918,0.09933,21350537.0,2123494.32413,17777,8181147.0,813702.02401
2026-04-28 18:00:00+00:00,0.09932,0.09967,0.09921,0.09954,18666336.0,1855796.39066,12467,11767278.0,1170087.72291
2026-04-28 19:00:00+00:00,0.09954,0.09987,0.09929,0.09974,16240105.0,1617613.87212,13691,9116201.0,908017.32003
2026-04-28 20:00:00+00:00,0.09974,0.09989,0.0996,0.09975,11387760.0,1135989.96269,9813,5771961.0,575792.36758
2026-04-28 21:00:00+00:00,0.09974,0.09997,0.09917,0.0995,25864442.0,2574866.87218,14651,13411763.0,1335098.68997
2026-04-28 22:00:00+00:00,0.0995,0.10022,0.09941,0.0995,44580766.0,4450730.42993,22103,21909609.0,2186918.48161
2026-04-28 23:00:00+00:00,0.09949,0.09949,0.09885,0.09935,25415861.0,2521328.80045,13611,14217738.0,1410234.11561
2026-04-29 00:00:00+00:00,0.09934,0.1001,0.09924,0.0999,78613238.0,7839289.30295,25030,46550469.0,4641503.06078
2026-04-29 01:00:00+00:00,0.09991,0.10028,0.09945,0.10014,36144325.0,3609902.68372,19799,22116135.0,2209847.67493
2026-04-29 02:00:00+00:00,0.10015,0.10035,0.09976,0.09998,34824102.0,3482232.8723,13810,15604409.0,1560173.00235
2026-04-29 03:00:00+00:00,0.09998,0.10145,0.09994,0.10137,96707656.0,9749140.58281,44713,58488479.0,5896303.21685
2026-04-29 04:00:00+00:00,0.10137,0.10253,0.10115,0.1018,127926663.0,13034466.61052,57945,68083901.0,6936275.79135
2026-04-29 05:00:00+00:00,0.1018,0.10251,0.10157,0.10231,112744333.0,11512853.36745,35478,60363207.0,6164089.34749
2026-04-29 06:00:00+00:00,0.10231,0.10251,0.10181,0.10216,59553169.0,6087254.10168,31294,38026960.0,3887130.14091
2026-04-29 07:00:00+00:00,0.10217,0.10547,0.10209,0.10496,228591896.0,23789195.65253,122111,123881419.0,12885914.61098
2026-04-29 08:00:00+00:00,0.10497,0.10597,0.10464,0.10544,175823568.0,18511893.14301,97106,89494798.0,9424060.04403
2026-04-29 09:00:00+00:00,0.10543,0.112,0.10519,0.10946,372462869.0,40303852.06219,216048,196892554.0,21321227.44731
2026-04-29 10:00:00+00:00,0.10946,0.11063,0.10922,0.11009,204730724.0,22500390.55684,173178,113486447.0,12472843.8709
2026-04-29 11:00:00+00:00,0.11008,0.11061,0.10944,0.10969,117279733.0,12897337.93017,109037,55588135.0,6115062.41997
2026-04-29 12:00:00+00:00,0.10969,0.10973,0.10645,0.10718,216528144.0,23294836.49958,173697,93293954.0,10033749.25338
2026-04-29 13:00:00+00:00,0.10718,0.1076,0.10521,0.10637,137290787.0,14611475.33265,114239,63949553.0,6806983.10469
2026-04-29 14:00:00+00:00,0.10636,0.10654,0.10449,0.10514,100039922.0,10567617.11236,84599,39032136.0,4119359.7623
2026-04-29 15:00:00+00:00,0.10515,0.1054,0.10295,0.1034,136297248.0,14183133.189,101346,59635179.0,6206920.17433
2026-04-29 16:00:00+00:00,0.10339,0.10391,0.10176,0.10229,140909778.0,14457580.53071,74998,76095617.0,7804750.14934
2026-04-29 17:00:00+00:00,0.1023,0.10556,0.10212,0.10395,121712452.0,12562741.58208,82674,69555622.0,7177589.6803
2026-04-29 18:00:00+00:00,0.10395,0.10406,0.10096,0.1022,143107720.0,14586971.86329,126813,73207010.0,7460388.99768
2026-04-29 19:00:00+00:00,0.10219,0.10224,0.10105,0.10145,45014389.0,4572778.08748,37062,26415067.0,2681795.35555
2026-04-29 20:00:00+00:00,0.10145,0.10251,0.10141,0.10214,36308616.0,3702120.26163,38129,21259422.0,2168097.91199
2026-04-29 21:00:00+00:00,0.10214,0.10365,0.10197,0.10324,32750321.0,3368769.10175,33644,18261779.0,1877704.63221
2026-04-29 22:00:00+00:00,0.10324,0.10384,0.10297,0.10351,24560597.0,2540268.94391,21334,13093349.0,1354299.7331
2026-04-29 23:00:00+00:00,0.10352,0.10422,0.10342,0.10408,33859411.0,3513631.82619,27910,19964109.0,2071746.6399
2026-04-30 00:00:00+00:00,0.10407,0.10831,0.10397,0.10794,176809330.0,18829145.80248,128473,104116197.0,11098519.45743
2026-04-30 01:00:00+00:00,0.10794,0.10841,0.10636,0.10691,103863749.0,11153015.37323,119284,54309106.0,5831212.29791
2026-04-30 02:00:00+00:00,0.10691,0.1073,0.1045,0.10539,156581038.0,16520850.27431,109813,69956298.0,7378680.69509
2026-04-30 03:00:00+00:00,0.10538,0.10749,0.10515,0.1068,66596107.0,7080014.1818,71306,34827722.0,3701992.36749
2026-04-30 04:00:00+00:00,0.10679,0.10683,0.10478,0.10499,67455223.0,7125668.11933,61454,26061139.0,2753175.10791
2026-04-30 05:00:00+00:00,0.10499,0.10595,0.10434,0.10543,87914030.0,9244236.95428,53830,52368431.0,5503098.13394
2026-04-30 06:00:00+00:00,0.10543,0.10643,0.10528,0.10626,41900722.0,4437174.87795,44010,21708680.0,2299980.94677
2026-04-30 07:00:00+00:00,0.10626,0.10708,0.10597,0.10701,57100825.0,6078138.82166,47757,23282645.0,2479782.94695
2026-04-30 08:00:00+00:00,0.10701,0.10731,0.10642,0.10696,49112933.0,5246838.77206,37220,30991483.0,3310686.39339
2026-04-30 09:00:00+00:00,0.10695,0.10813,0.10675,0.10749,81886774.0,8801875.42689,52541,46873552.0,5034664.65913
2026-04-30 10:00:00+00:00,0.10749,0.10786,0.10621,0.10671,67711607.0,7240424.75077,53015,28435778.0,3040141.30522
2026-04-30 11:00:00+00:00,0.10672,0.10693,0.10564,0.1064,59583265.0,6334695.60935,43300,22608370.0,2404540.13673
2026-04-30 12:00:00+00:00,0.1064,0.10684,0.10616,0.10636,29532700.0,3147104.34659,33422,16704527.0,1780283.01736
2026-04-30 13:00:00+00:00,0.10637,0.1075,0.106,0.10676,59740593.0,6381806.74317,54467,30881159.0,3300423.98788
2026-04-30 14:00:00+00:00,0.10677,0.10731,0.10589,0.10645,69324721.0,7390239.57071,56255,38279913.0,4081008.07838
2026-04-30 15:00:00+00:00,0.10645,0.10758,0.10604,0.10708,49718466.0,5310121.20294,43658,24699834.0,2640297.86796
2026-04-30 16:00:00+00:00,0.10709,0.10717,0.10611,0.10629,53964521.0,5758238.6428,30443,28350608.0,3022975.90535
2026-04-30 17:00:00+00:00,0.1063,0.1065,0.10542,0.10574,55637300.0,5890703.49224,35066,20741186.0,2195179.39564
2026-04-30 18:00:00+00:00,0.10574,0.10622,0.10541,0.10558,24395317.0,2580697.81193,29194,13369763.0,1414455.82123
2026-04-30 19:00:00+00:00,0.10559,0.10631,0.10545,0.10617,18149121.0,1924543.94528,26840,9787960.0,1038081.80783
2026-04-30 20:00:00+00:00,0.10617,0.10676,0.10585,0.10657,26235553.0,2791398.47565,23801,14697735.0,1563216.55393
2026-04-30 21:00:00+00:00,0.10657,0.10689,0.1063,0.10631,20960214.0,2234352.19937,17413,10007126.0,1066970.55515
2026-04-30 22:00:00+00:00,0.10631,0.10667,0.10599,0.10629,16179436.0,1719398.79864,14971,9479651.0,1007280.32891
2026-04-30 23:00:00+00:00,0.10629,0.10666,0.10608,0.1065,15132827.0,1610081.35432,13329,7409733.0,788497.27109
2026-05-01 00:00:00+00:00,0.1065,0.10793,0.10641,0.10758,60190958.0,6452506.47033,40130,35865628.0,3844885.58524
2026-05-01 01:00:00+00:00,0.10758,0.10927,0.10751,0.10903,108264887.0,11738420.13864,82384,56967498.0,6178209.01059
2026-05-01 02:00:00+00:00,0.10903,0.10938,0.10832,0.10841,56865760.0,6188038.45561,47684,27539528.0,2996460.65504
2026-05-01 03:00:00+00:00,0.1084,0.10985,0.10806,0.1091,92484658.0,10107841.19011,65502,42961372.0,4695235.10591
2026-05-01 04:00:00+00:00,0.10911,0.10943,0.10825,0.10885,34351573.0,3738749.75858,34141,16881118.0,1837446.21677
2026-05-01 05:00:00+00:00,0.10886,0.10948,0.10886,0.10913,23500428.0,2565409.06009,23944,13162138.0,1436859.68014
2026-05-01 06:00:00+00:00,0.10913,0.10922,0.10834,0.10842,31671412.0,3445266.06195,28430,15973399.0,1738008.24032
2026-05-01 07:00:00+00:00,0.10842,0.10852,0.10793,0.10824,43609954.0,4719753.80994,29192,18890083.0,2044331.7704
2026-05-01 08:00:00+00:00,0.10825,0.10892,0.10799,0.1085,33193422.0,3597913.14394,26234,17113577.0,1855314.06741
2026-05-01 09:00:00+00:00,0.1085,0.10867,0.1074,0.10774,33560180.0,3621953.8961,25437,15154488.0,1635493.18173
2026-05-01 10:00:00+00:00,0.10773,0.10839,0.10728,0.10833,29432859.0,3174497.12911,21291,16266815.0,1754810.76448
2026-05-01 11:00:00+00:00,0.10833,0.1092,0.10829,0.10885,38609558.0,4200481.83151,31619,21252966.0,2312293.62843
2026-05-01 12:00:00+00:00,0.10884,0.10934,0.1086,0.10892,62499831.0,6808808.8269,38309,40210634.0,4381191.33668
2026-05-01 13:00:00+00:00,0.10893,0.11055,0.10893,0.10976,102053330.0,11206847.61287,74943,48837922.0,5362881.47606
