datetime,open,high,low,close,volume,quote_volume,trades,taker_buy_base,taker_buy_quote
2026-04-28 13:00:00+00:00,1.3831,1.3842,1.3745,1.3781,4707274.1,6491498.84388,32771,2093155.7,2886098.99231
2026-04-28 14:00:00+00:00,1.3781,1.3781,1.3677,1.3699,4227507.6,5799328.71062,35744,1917265.7,2629894.86335
2026-04-28 15:00:00+00:00,1.3699,1.3761,1.3692,1.3753,2839883.9,3896647.25805,20029,1700364.8,2332851.00569
2026-04-28 16:00:00+00:00,1.3754,1.3773,1.3705,1.3767,1953479.4,2683819.72817,14737,939225.7,1290477.13665
2026-04-28 17:00:00+00:00,1.3767,1.381,1.3743,1.3788,2553267.9,3518928.01973,14174,1459725.3,2011572.66246
2026-04-28 18:00:00+00:00,1.3788,1.383,1.3788,1.3825,1753761.0,2422505.03962,10444,1083842.0,1497046.29325
2026-04-28 19:00:00+00:00,1.3825,1.3864,1.3777,1.3826,3275020.1,4527317.29887,14011,1479072.9,2044846.08832
2026-04-28 20:00:00+00:00,1.3826,1.3851,1.3816,1.383,1311204.9,1813391.55881,8357,685161.5,947565.38793
2026-04-28 21:00:00+00:00,1.383,1.3841,1.3787,1.3804,1024026.0,1414123.3738,7285,471825.5,651503.10207
2026-04-28 22:00:00+00:00,1.3804,1.3842,1.3786,1.3798,2076269.2,2867473.25346,9348,849097.1,1172429.11248
2026-04-28 23:00:00+00:00,1.3797,1.3817,1.3785,1.3805,858477.1,1184979.29038,5110,280667.4,387396.13931
2026-04-29 00:00:00+00:00,1.3806,1.3848,1.3785,1.3832,1804397.9,2491839.61825,9571,927481.2,1281049.64626
2026-04-29 01:00:00+00:00,1.3833,1.3839,1.377,1.3818,1909369.7,2635655.56729,12936,1081829.2,1493151.01231
2026-04-29 02:00:00+00:00,1.3819,1.3836,1.379,1.3798,1435127.1,1982182.50343,8446,676841.5,934660.08845
2026-04-29 03:00:00+00:00,1.3799,1.3902,1.3795,1.3892,2086874.3,2893328.34201,17900,1164011.4,1613679.5279
2026-04-29 04:00:00+00:00,1.3893,1.3973,1.3876,1.3951,5237288.7,7301916.37648,14196,4227800.2,5894916.93635
2026-04-29 05:00:00+00:00,1.3951,1.3973,1.3939,1.396,1279406.1,1785008.03501,8136,710190.5,990890.0041
2026-04-29 06:00:00+00:00,1.3961,1.3967,1.3906,1.3922,1473148.0,2053243.11224,9891,671500.6,935733.65289
2026-04-29 07:00:00+00:00,1.3923,1.3956,1.3906,1.3919,1428749.9,1990168.84116,10491,838803.8,1168551.16106
2026-04-29 08:00:00+00:00,1.392,1.3939,1.3891,1.3915,1668402.1,2321430.27178,9979,908796.6,1264852.11273
2026-04-29 09:00:00+00:00,1.3914,1.4067,1.3905,1.4037,4285033.0,5994969.93759,28423,1959763.1,2741304.21719
2026-04-29 10:00:00+00:00,1.4038,1.4063,1.3975,1.3978,2756020.5,3863421.24737,18641,1108527.5,1554268.90026
2026-04-29 11:00:00+00:00,1.3978,1.398,1.3926,1.3946,2196684.8,3063853.88615,13070,992078.9,1383728.8431
2026-04-29 12:00:00+00:00,1.3945,1.3947,1.3791,1.3833,4047181.1,5605384.24444,28015,1568913.5,2172677.47166
2026-04-29 13:00:00+00:00,1.3833,1.384,1.3705,1.3758,4623227.8,6365158.92978,35279,2112394.2,2907753.21879
2026-04-29 14:00:00+00:00,1.3758,1.3783,1.37,1.3723,2719076.3,3734287.18368,22736,1179163.3,1619845.2177
2026-04-29 15:00:00+00:00,1.3723,1.3731,1.3589,1.3618,6333667.4,8640268.6113,41694,3257094.3,4443990.99142
2026-04-29 16:00:00+00:00,1.3618,1.3675,1.3591,1.3638,4212855.6,5744385.96884,23959,1805223.0,2461270.53272
2026-04-29 17:00:00+00:00,1.3639,1.3686,1.363,1.3682,2166223.0,2957825.3377,17479,1046578.7,1428900.99719
2026-04-29 18:00:00+00:00,1.3682,1.3702,1.3458,1.3575,10481892.5,14188727.02996,71130,4700081.2,6360361.18215
2026-04-29 19:00:00+00:00,1.3575,1.3585,1.3519,1.3534,2279263.2,3088476.51666,17749,1136580.6,1539898.4267
2026-04-29 20:00:00+00:00,1.3535,1.3654,1.3533,1.3627,4507779.7,6129872.40301,24167,2694531.9,3663287.18255
2026-04-29 21:00:00+00:00,1.3626,1.3725,1.3618,1.369,2541922.9,3477205.2929,12670,1259059.7,1722462.84185
2026-04-29 22:00:00+00:00,1.3689,1.3709,1.3672,1.3699,1415047.6,1937423.82258,8146,684518.7,937065.2488
2026-04-29 23:00:00+00:00,1.3699,1.3711,1.3645,1.3691,1306240.6,1786806.69596,9314,691652.5,945990.33573
2026-04-30 00:00:00+00:00,1.3692,1.3847,1.3692,1.3829,3054025.1,4203650.51451,21575,1687774.6,2322568.78962
2026-04-30 01:00:00+00:00,1.3828,1.3846,1.3774,1.3795,2075481.0,2863907.27882,17379,959285.2,1323755.87762
2026-04-30 02:00:00+00:00,1.3794,1.3816,1.3677,1.3731,3995400.3,5487281.05079,28981,1630214.2,2236556.82867
2026-04-30 03:00:00+00:00,1.3731,1.3755,1.371,1.3733,1214744.0,1667923.66037,11506,464037.9,637188.27549
2026-04-30 04:00:00+00:00,1.3733,1.3734,1.3609,1.3629,2753685.5,3758620.25422,17645,1080795.8,1474168.24761
2026-04-30 05:00:00+00:00,1.3628,1.3675,1.3591,1.3647,1769899.5,2412870.52317,13362,629814.8,859087.21272
2026-04-30 06:00:00+00:00,1.3646,1.3722,1.3609,1.3689,2923758.2,3995176.35325,14503,1241585.3,1697014.20201
2026-04-30 07:00:00+00:00,1.3689,1.3754,1.3674,1.3749,1507175.3,2067303.85491,11540,772319.9,1059261.31746
2026-04-30 08:00:00+00:00,1.3749,1.3767,1.3725,1.3727,1760409.0,2419519.23368,12064,741693.5,1019320.67699
2026-04-30 09:00:00+00:00,1.3727,1.3799,1.372,1.3735,1838903.4,2528657.96105,13403,531057.0,730504.21632
2026-04-30 10:00:00+00:00,1.3735,1.375,1.3694,1.3704,2075680.7,2846835.17043,12831,838412.7,1150007.20748
2026-04-30 11:00:00+00:00,1.3704,1.3759,1.3666,1.3697,3029132.8,4153844.20492,16633,1213322.5,1664321.69329
2026-04-30 12:00:00+00:00,1.3696,1.3761,1.369,1.3698,2246261.1,3082539.62535,15382,1003824.1,1377568.06682
2026-04-30 13:00:00+00:00,1.3697,1.3747,1.3651,1.3699,3011740.8,4124277.33619,25791,1169441.1,1601690.9363
2026-04-30 14:00:00+00:00,1.3698,1.3724,1.3623,1.3682,2246695.7,3073488.68856,27560,885944.2,1212086.50862
2026-04-30 15:00:00+00:00,1.3683,1.3753,1.3651,1.3695,2711196.5,3713162.38394,20437,1171605.7,1604724.98348
2026-04-30 16:00:00+00:00,1.3695,1.3697,1.365,1.3661,2235732.2,3056479.77904,15374,854688.9,1168380.23345
2026-04-30 17:00:00+00:00,1.366,1.3695,1.3628,1.3681,2163573.5,2956177.13216,14108,791455.9,1081628.34643
2026-04-30 18:00:00+00:00,1.368,1.3719,1.3667,1.37,1644465.7,2251925.02829,11098,659430.0,902913.48973
2026-04-30 19:00:00+00:00,1.37,1.3744,1.3692,1.3707,1761251.9,2416766.11012,11332,703608.2,965304.52522
2026-04-30 20:00:00+00:00,1.3706,1.3717,1.368,1.3699,1021619.4,1399393.79182,9509,457770.9,626968.4707
2026-04-30 21:00:00+00:00,1.3699,1.3724,1.3659,1.3659,1887493.0,2584723.2382,8563,1029518.4,1410017.35109
2026-04-30 22:00:00+00:00,1.366,1.3682,1.3644,1.365,1219419.6,1666158.53375,7864,606259.9,828340.05969
2026-04-30 23:00:00+00:00,1.3651,1.3685,1.3647,1.3679,962644.9,1315654.01307,6919,422506.2,577412.6459
2026-05-01 00:00:00+00:00,1.368,1.3732,1.3649,1.3693,4842604.6,6629743.73651,16916,2614591.1,3579222.63892
2026-05-01 01:00:00+00:00,1.3692,1.3738,1.3656,1.3714,5930857.0,8126290.81208,17201,3416923.6,4682862.21183
2026-05-01 02:00:00+00:00,1.3714,1.372,1.3685,1.3701,773558.4,1059853.56506,8266,233046.6,319289.63283
2026-05-01 03:00:00+00:00,1.37,1.3804,1.3687,1.3764,4235847.0,5828277.088,24728,2087434.9,2871587.46975
2026-05-01 04:00:00+00:00,1.3764,1.3787,1.374,1.3759,3390713.2,4666200.43674,11430,1618430.6,2226924.40542
2026-05-01 05:00:00+00:00,1.376,1.3784,1.3749,1.3766,1791380.5,2465960.58924,7739,755767.6,1040478.87846
2026-05-01 06:00:00+00:00,1.3767,1.3788,1.3722,1.3734,1630819.1,2243738.56518,10610,450469.3,619538.93064
2026-05-01 07:00:00+00:00,1.3733,1.3757,1.3718,1.3749,1740788.3,2391501.32236,10694,746137.7,1024968.81112
2026-05-01 08:00:00+00:00,1.3748,1.3807,1.374,1.3784,1937453.9,2670791.30921,10500,894160.2,1232471.79217
2026-05-01 09:00:00+00:00,1.3784,1.3787,1.3741,1.3754,925443.7,1274243.63898,6554,260712.9,358953.77459
2026-05-01 10:00:00+00:00,1.3754,1.3768,1.3716,1.3766,1186601.5,1630523.57586,7083,416804.4,572867.94879
2026-05-01 11:00:00+00:00,1.3766,1.3799,1.3755,1.3779,1149659.8,1583290.70715,8025,391863.1,539718.53746
2026-05-01 12:00:00+00:00,1.378,1.3877,1.3774,1.3834,4546009.6,6289120.99262,19882,2401509.2,3322245.63371
2026-05-01 13:00:00+00:00,1.3834,1.3996,1.3834,1.3984,5292266.2,7368236.00865,28494,2702595.6,3762553.8327
2026-05-01 14:00:00+00:00,1.3985,1.3999,1.3896,1.3948,3345712.7,4666812.154,23747,1290190.0,1799442.09131
2026-05-01 15:00:00+00:00,1.3947,1.3998,1.3911,1.396,3051732.8,4260234.48114,21832,1164146.6,1624793.22244
2026-05-01 16:00:00+00:00,1.396,1.3985,1.3911,1.3915,2821316.3,3932454.20192,18405,974575.1,1358561.83482
2026-05-01 17:00:00+00:00,1.3914,1.3952,1.3888,1.3949,1903738.9,2649500.01552,11855,954890.9,1328908.41193
2026-05-01 18:00:00+00:00,1.3949,1.3957,1.3928,1.3936,1635197.0,2280169.56099,9083,647491.2,902772.92547
2026-05-01 19:00:00+00:00,1.3936,1.396,1.3921,1.3937,1062685.8,1481330.73916,8100,427637.3,595980.18402
2026-05-01 20:00:00+00:00,1.3938,1.3947,1.3828,1.3846,2197261.9,3048557.52872,12311,901326.5,1250090.3052
2026-05-01 21:00:00+00:00,1.3846,1.389,1.3843,1.3887,887722.3,1231352.94367,6750,325648.1,451673.5273
2026-05-01 22:00:00+00:00,1.3887,1.3903,1.3836,1.3836,1549796.5,2148315.65463,8655,419102.4,581205.18372
2026-05-01 23:00:00+00:00,1.3836,1.3858,1.3809,1.3858,2359012.0,3263850.85607,9447,1337081.6,1849914.06807
2026-05-02 00:00:00+00:00,1.3858,1.3904,1.3847,1.3863,1904505.6,2642734.21729,10664,1061939.8,1473776.43945
2026-05-02 01:00:00+00:00,1.3864,1.3888,1.3844,1.385,1364261.9,1890470.03494,9037,473436.5,656149.59642
2026-05-02 02:00:00+00:00,1.3849,1.3883,1.3812,1.3859,1731908.9,2397923.95713,9791,882934.9,1222282.76767
2026-05-02 03:00:00+00:00,1.3859,1.3884,1.384,1.386,1131416.7,1567677.24934,7562,383637.1,531745.73569
2026-05-02 04:00:00+00:00,1.3859,1.386,1.3828,1.3849,1060397.0,1467583.69062,7443,416507.4,576439.35791
2026-05-02 05:00:00+00:00,1.3849,1.3851,1.3826,1.3838,815589.3,1128678.88165,7117,380136.2,526016.24936
2026-05-02 06:00:00+00:00,1.3839,1.3877,1.3839,1.3871,529757.9,734079.16718,5027,252169.9,349439.43521
2026-05-02 07:00:00+00:00,1.3871,1.3885,1.3853,1.3853,850938.6,1180098.16564,5584,355102.9,492559.62389
2026-05-02 08:00:00+00:00,1.3853,1.3857,1.3838,1.3847,785653.1,1087907.61689,4969,353705.8,489757.92718
2026-05-02 09:00:00+00:00,1.3847,1.3878,1.3838,1.3865,1718224.5,2381195.37516,8413,1105824.4,1532252.95555
2026-05-02 10:00:00+00:00,1.3865,1.388,1.3862,1.3878,881720.8,1223052.95469,4223,530932.6,736495.57487
2026-05-02 11:00:00+00:00,1.3878,1.3911,1.3852,1.3859,2034411.2,2824522.26712,8091,886386.8,1230535.03536
2026-05-02 12:00:00+00:00,1.3859,1.388,1.3847,1.387,1746174.4,2421230.59218,7498,984084.2,1364461.83589
2026-05-02 13:00:00+00:00,1.3871,1.3925,1.3871,1.3922,1635154.1,2273320.00779,8990,1030387.4,1432573.85535
2026-05-02 14:00:00+00:00,1.3922,1.3933,1.3899,1.3918,976256.1,1358404.68954,6966,484620.7,674308.31879
2026-05-02 15:00:00+00:00,1.3918,1.3943,1.3912,1.3934,942141.8,1311977.43617,6659,406610.2,566180.34473
2026-05-02 16:00:00+00:00,1.3934,1.395,1.3908,1.3929,1251470.6,1743120.17621,8817,433101.6,603270.58493
2026-05-02 17:00:00+00:00,1.393,1.3943,1.3913,1.3916,825203.9,1149545.68067,5434,306714.5,427269.07481
2026-05-02 18:00:00+00:00,1.3916,1.3938,1.3896,1.3931,658070.6,915794.61869,5637,306655.6,426750.04787
2026-05-02 19:00:00+00:00,1.3931,1.3951,1.393,1.3946,468298.2,652923.44742,4065,187833.0,261881.2599
2026-05-02 20:00:00+00:00,1.3947,1.3948,1.3931,1.3932,609880.3,849891.1569,3566,242801.1,338352.83719
2026-05-02 21:00:00+00:00,1.3933,1.4003,1.3904,1.3935,3706368.6,5170435.35717,24346,1959370.8,2732942.01403
2026-05-02 22:00:00+00:00,1.3934,1.4003,1.3921,1.3961,1798100.8,2508986.71578,12940,841782.6,1174416.1887
2026-05-02 23:00:00+00:00,1.3962,1.3969,1.3907,1.3937,3604359.2,5024934.73103,13309,1906475.8,2658495.78707
