date,close,volume_usdt,approx_mcap,vol_mcap_ratio,pct_change_1d,trades
2026-04-28,1.3805,41036046.37386,78688500000.0,0.0005214999189698622,0.0,189569
2026-04-29,1.3691,102032839.77557,78038700000.0,0.0013074646268527027,-0.8257877580586825,474018
2026-04-30,1.3679,70046335.72061,77970300000.0,0.0008983720175580957,-0.0876488203929604,365359
2026-05-01,1.3858,83190350.48346,78990600000.0,0.0010531677248110534,1.308575188244765,318307
2026-05-02,1.3937,45906488.1872,79440900000.0,0.0005778696891299066,0.5700678308558249,196148
2026-05-03,1.388,40704486.57748,79116000000.0,0.0005144912100899945,-0.40898328191145694,202324
2026-05-04,1.3918,116677475.6981,79332600000.0,0.0014707380786473656,0.2737752161383389,630159
2026-05-05,1.4126,95247530.43709,80518200000.0,0.0011829316904388076,1.494467595918958,396613
2026-05-06,1.4249,139092108.68515,81219300000.0,0.0017125499565392708,0.8707348152343197,608640
2026-05-07,1.3869,116191193.146,79053300000.0,0.0014697829584090734,-2.666853814302761,481543
2026-05-08,1.4182,93047737.86844,80837400000.0,0.0011510481270852353,2.2568317831134,366289
2026-05-09,1.4205,82290245.74632001,80968500000.0,0.0010163241970188408,0.16217740798196711,259660
2026-05-10,1.4734,228192058.53491,83983800000.0,0.002717096136813409,3.7240408306934203,935415
2026-05-11,1.4776,173183036.55107,84223200000.0,0.00205623909506015,0.28505497488802156,690868
2026-05-12,1.437,152917084.75215,81909000000.0,0.0018669143165238253,-2.7476989713048128,606755
2026-05-13,1.4273,180862545.61828,81356100000.0,0.002223097538086019,-0.675017397355604,614824
2026-05-14,1.4852,301645366.06319,84656400000.0,0.0035631726138034454,4.056610383241099,1067851
2026-05-15,1.434,180205731.61692,81738000000.0,0.0022046750791176687,-3.4473471586318416,790625
2026-05-16,1.4136,101247992.19282,80575200000.0,0.0012565651986320852,-1.4225941422594146,436296
2026-05-17,1.4016,95800657.06201,79891200000.0,0.001199139042372752,-0.8488964346349714,440935
2026-05-18,1.39,143205324.09611,79230000000.0,0.001807463386294459,-0.8276255707762581,754312
2026-05-19,1.3616,135243538.01752,77611200000.0,0.0017425775921196941,-2.043165467625896,490844
2026-05-20,1.3672,94207115.44787,77930400000.0,0.0012088622084304712,0.4112808460634554,441630
2026-05-21,1.3739,106947144.55662,78312300000.0,0.0013656493878563137,0.4900526623756507,462981
2026-05-22,1.3345,124540929.44406,76066500000.0,0.0016372638341984973,-2.8677487444500938,528380
2026-05-23,1.3583,137286609.51775,77423100000.0,0.0017731995944072247,1.7834394904458595,475661
2026-05-24,1.351,71399332.45425,77007000000.0,0.0009271797687775136,-0.5374365015092475,302213
2026-05-25,1.3503,78197829.61387,76967100000.0,0.0010159903337123265,-0.051813471502581976,290748
2026-05-26,1.3292,90439418.05153,75764400000.0,0.0011936927904336338,-1.5626157150262943,433078
2026-05-27,1.3076,103158012.26367,74533200000.0,0.0013840545188408655,-1.62503761661148,502662
2026-05-28,1.3156,149427450.21787,74989200000.0,0.0019926529449290032,0.6118078923218029,792711
2026-05-29,1.33,131831739.44788,75810000000.0,0.00173897558960401,1.094557616296754,539932
2026-05-30,1.3408,109021117.25326,76425600000.0,0.001426499984995342,0.812030075187975,445261
2026-05-31,1.333,58866931.9392,75981000000.0,0.0007747585835827378,-0.5817422434367558,302843
2026-06-01,1.2972,118478720.19612,73940400000.0,0.0016023543312738368,-2.6856714178544627,669452
2026-06-02,1.2117,201575660.83279002,69066900000.0,0.0029185566578605673,-6.591119333950035,1089257
2026-06-03,1.2012,151607467.77834,68468400000.0,0.0022142691778738806,-0.8665511265164572,969593
2026-06-04,1.1688,218138958.51062,66621600000.0,0.0032742978029741106,-2.697302697302695,1649842
2026-06-05,1.0978,314025795.80748,62574600000.00001,0.005018422743532998,-6.074606433949348,2460423
2026-06-06,1.0934,153694280.00506,62323799999.99999,0.002466060798684612,-0.40080160320642433,1222201
2026-06-07,1.1556,127503708.16034,65869200000.0,0.0019357105925127372,5.688677519663443,859882
2026-06-08,1.1683,133094134.81622,66593099999.99999,0.0019986174966508544,1.098996192454127,778674
2026-06-09,1.154,21626391.44154,65777999999.99999,0.00032877848887986866,-1.2240006847556217,117973
