date,close,volume_usdt,approx_mcap,vol_mcap_ratio,pct_change_1d,trades
2026-04-28,2289.42,221271104.980848,274730400000.0,0.0008054117963678137,0.0,1319131
2026-04-29,2252.9,811555243.527633,270348000000.0,0.0030018910571841958,-1.5951638406233926,3588292
2026-04-30,2257.51,377557889.671635,270901200000.00003,0.0013937106578768752,0.20462514980692514,2649837
2026-05-01,2295.63,438751255.827916,275475600000.0,0.0015927046018882108,1.6885860970715427,1805481
2026-05-02,2316.97,197914496.937889,278036400000.0,0.0007118294472877976,0.9295923123499694,870699
2026-05-03,2322.65,351370000.018079,278718000000.0,0.0012606649015064653,0.24514775763173624,1374290
2026-05-04,2347.16,1067990750.066591,281659200000.0,0.0037917836522527617,1.0552601554258967,4137093
2026-05-05,2360.77,681480549.110581,283292400000.0,0.0024055730019957506,0.5798496906900263,2512190
2026-05-06,2350.84,999441628.415373,282100800000.0,0.003542852868249126,-0.420625473891989,3062625
2026-05-07,2291.06,1084720938.606199,274927200000.0,0.003945484254035974,-2.5429208282996774,3191083
2026-05-08,2307.06,964540001.642085,276847200000.0,0.003484015737352897,0.6983666948923162,2568056
2026-05-09,2326.44,534441724.095869,279172800000.0,0.001914376057036606,0.8400301682661038,1248625
2026-05-10,2371.27,933278254.427879,284552400000.0,0.0032798115722372364,1.926978559515824,2272749
2026-05-11,2339.87,553428064.252923,280784400000.0,0.0019710071651164486,-1.3241849304381215,2594593
2026-05-12,2274.96,579204959.797464,272995200000.0,0.0021216671934065653,-2.7740857398060537,2520381
2026-05-13,2258.65,587994702.421878,271038000000.0,0.0021694179503312376,-0.7169356823856221,2145600
2026-05-14,2283.25,585368708.59742,273990000000.0,0.002136460121162889,1.0891461713855577,2730407
2026-05-15,2224.66,647433872.912318,266959199999.99997,0.0024252165608539358,-2.566079053980075,2977308
2026-05-16,2180.77,435687947.067346,261692400000.0,0.0016648857477991183,-1.9728857443384595,1541883
2026-05-17,2131.0,378577487.527797,255720000000.0,0.0014804375392139723,-2.282221417205843,1638605
2026-05-18,2130.08,808389842.464257,255609600000.0,0.0031625957806915585,-0.04317221961520623,3981985
2026-05-19,2111.93,396338335.855304,253431599999.99997,0.0015638868075461153,-0.8520806730263675,2356965
2026-05-20,2129.44,402576774.240436,255532800000.0,0.0015754407036608843,0.8290994493188819,2256505
2026-05-21,2133.76,496323964.944403,256051200000.00003,0.0019383778125015736,0.20287023818470473,2526150
2026-05-22,2065.85,467017252.54059,247902000000.0,0.0018838785186912166,-3.182644721055805,2344218
2026-05-23,2117.68,726153698.5777919,254121599999.99997,0.0028575048267356733,2.5088946438512005,2641732
2026-05-24,2099.85,416532783.725252,251982000000.0,0.0016530259452074037,-0.8419591250802716,1928016
2026-05-25,2113.01,351916867.99249303,253561200000.00003,0.001387897154582377,0.6267114317689559,1786621
2026-05-26,2073.77,592778366.390053,248852400000.0,0.0023820480187856457,-1.8570664596949449,2963706
2026-05-27,2024.84,552204762.418584,242980800000.0,0.002272627147571265,-2.359470915289552,3056962
2026-05-28,2009.9,726105347.82339,241188000000.0,0.0030105367921430173,-0.7378360759368596,3609031
2026-05-29,2014.54,570689885.848882,241744800000.0,0.0023607121470612066,0.2308572565799194,2925370
2026-05-30,2022.44,197997124.86031902,242692800000.0,0.0008158343587461969,0.39214907621591966,969371
2026-05-31,2007.01,329721845.896156,240841200000.0,0.0013690425304979214,-0.7629398152726452,1454319
2026-06-01,2006.73,744774481.266425,240807600000.0,0.0030928196670969893,-0.01395110138963096,3806222
2026-06-02,1859.84,1073808150.121865,223180800000.0,0.004811382296872603,-7.319868642019611,5759311
2026-06-03,1813.05,1077611599.898673,217566000000.0,0.004953033102133022,-2.515807811424642,6496256
2026-06-04,1770.77,1147661693.341223,212492400000.0,0.005400954073374968,-2.3319820192493346,8222751
2026-06-05,1583.4,2055119895.1767821,190008000000.0,0.010815965091873932,-10.5812725537478,13017779
2026-06-06,1569.69,870946411.100252,188362800000.0,0.004623770782236472,-0.8658582796513881,6254953
2026-06-07,1690.51,745676201.884023,202861200000.0,0.003675795084935034,7.69706120316751,5095675
2026-06-08,1690.49,807959902.787974,202858800000.0,0.003982868393128491,-0.0011830749300445476,5759621
2026-06-09,1667.71,108785485.114393,200125200000.0,0.000543587140022311,-1.3475382877153996,878343
